Year,Month,Product Category Key,Province,City,Province Population Size,Province Total University Enrollment,Number of Dwellings,Median House-hold Income,Sales
2024,4,1,Ontario,Centre Wellington,15109416,602850,11970,101000,151.6841574230925
2024,5,2,Ontario,Chatham-Kent,15109416,602850,44175,71500,122.72060740218335
2024,6,3,Ontario,Cobourg,15109416,602850,9135,77000,136.2184417542782
2024,7,4,Ontario,Collingwood,15109416,602850,11170,82000,126.62802809724114
2024,8,5,Ontario,Cornwall,15109416,602850,26795,65500,168.69810421468225
2024,9,1,Ontario,Elliot Lake,15109416,602850,5840,50000,118.20310399644991
2024,10,2,Ontario,Essa,15109416,602850,7945,108000,167.15450358913455
2024,11,3,Ontario,Greater Sudbury,15109416,602850,73385,84000,132.8828208136874
2024,12,4,Ontario,Guelph,15109416,602850,64175,97000,146.07758995758132
2024,1,5,Ontario,Hamilton,15109416,602850,307380,91000,119.52750556318438
2024,2,1,Ontario,Hawkesbury,15109416,602850,5985,53600,107.72137084564747
2024,3,2,Ontario,Ingersoll,15109416,602850,5465,88000,133.9754703401195
2024,4,3,Ontario,Kawartha Lakes,15109416,602850,32710,82000,159.01337690661575
2024,5,4,Ontario,Kenora,15109416,602850,6510,86000,115.92410315994542
2024,6,5,Ontario,Kingston,15109416,602850,73505,83000,137.89796444134532
2024,7,1,Ontario,Kitchener,15109416,602850,219060,92000,121.81886149020873
2024,8,2,Ontario,London,15109416,602850,222240,79500,159.77397840916137
2024,9,3,Ontario,Midland,15109416,602850,11825,71000,138.40448451815942
2024,10,4,Ontario,Norfolk,15109416,602850,27595,82000,128.3968538907788
2024,11,5,Ontario,North Bay,15109416,602850,31185,76000,137.72839827387986
2024,12,1,Ontario,Orillia,15109416,602850,14425,71000,152.4777105534528
2024,1,2,Ontario,Oshawa,15109416,602850,149045,102000,155.86233384626968
2024,2,3,Ontario,Ottawa,15109416,602850,604720,98000,153.70673248768725
2024,3,4,Ontario,Owen Sound,15109416,602850,14390,71500,117.79977954636291
2024,4,5,Ontario,Pembroke,15109416,602850,10260,73000,160.27294275844008
2024,5,1,Ontario,Petawawa,15109416,602850,6760,102000,137.1527697243604
2024,6,2,Ontario,Peterborough,15109416,602850,53370,79000,131.63757519398948
2024,7,3,Ontario,Port Hope,15109416,602850,7320,88000,143.8254771442401
2024,8,4,Ontario,Sarnia,15109416,602850,42580,83000,147.56452001422966
2024,9,5,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,140.17727506543827
2024,10,1,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,124.31783966799021
2024,11,2,Ontario,Stratford,15109416,602850,14745,77000,140.12676539041183
2024,12,3,Ontario,Thunder Bay,15109416,602850,54210,80000,158.67186504072075
2024,1,4,Ontario,Tillsonburg,15109416,602850,8225,73500,109.79309856725459
2024,2,5,Ontario,Timmins,15109416,602850,17885,82000,145.20796668893766
2024,3,1,Ontario,Toronto,15109416,602850,2262470,97000,168.4296719452183
2024,4,2,Ontario,Wasaga Beach,15109416,602850,10810,76000,143.33736775251742
2024,5,3,Ontario,Windsor,15109416,602850,165665,82000,132.963964503728
2024,6,4,Ontario,Woodstock,15109416,602850,18885,82000,121.0559920213058
2024,7,5,Manitoba,Brandon,1409223,43140,22280,77500,106.840132023092
2024,8,1,Manitoba,Portage la Prairie,1409223,43140,5645,69000,79.51022984636522
2024,9,2,Manitoba,Steinbach,1409223,43140,6835,72500,90.80826561618134
2024,10,3,Manitoba,Thompson,1409223,43140,4675,96000,120.57080555584277
2024,11,4,Manitoba,Winkler,1409223,43140,11360,75000,81.74645164338635
2024,12,5,Manitoba,Winnipeg,1409223,43140,330325,83000,117.27273102561101
2024,1,1,Saskatchewan,Estevan,1194803,39590,5345,96000,110.61214136735886
2024,2,2,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,86.73191091843889
2024,3,3,Saskatchewan,North Battleford,1194803,39590,7865,78000,95.99660766267469
2024,4,4,Saskatchewan,Prince Albert,1194803,39590,17060,78000,92.91549078729297
2024,5,5,Saskatchewan,Regina,1194803,39590,100210,90000,101.27062264397259
2024,6,1,Saskatchewan,Saskatoon,1194803,39590,125100,89000,70.09503955482836
2024,7,2,Saskatchewan,Swift Current,1194803,39590,7950,80000,83.9085355708303
2024,8,3,Saskatchewan,Weyburn,1194803,39590,5090,82000,105.42036554034084
2024,9,4,Saskatchewan,Yorkton,1194803,39590,8425,77500,85.6746316034234
2024,10,5,Alberta,Brooks,4543111,158320,5140,91000,111.37197396885955
2024,11,1,Alberta,Calgary,4543111,158320,563440,100000,125.67252676157932
2024,12,2,Alberta,Camrose,4543111,158320,8135,76000,109.40461814619104
2024,1,3,Alberta,Canmore,4543111,158320,6805,106000,108.82767817245427
2024,2,4,Alberta,Edmonton,4543111,158320,548625,96000,90.82600494064089
2024,3,5,Alberta,Grande Prairie,4543111,158320,24815,102000,99.6036192796115
2024,4,1,Alberta,High River,4543111,158320,5785,82000,92.84044031504718
2024,5,2,Alberta,Lacombe,4543111,158320,5195,89000,89.92345255769955
2024,6,3,Alberta,Lethbridge,4543111,158320,48650,84000,90.3879391106452
2024,7,4,Alberta,Lloydminster,4543111,158320,13885,95000,92.3476324838246
2024,8,5,Alberta,Medicine Hat,4543111,158320,32060,80000,119.91383458254793
2024,9,1,Alberta,Okotoks,4543111,158320,10475,117000,119.54126238797717
2024,10,2,Alberta,Red Deer,4543111,158320,40510,85000,111.34837928248899
2024,11,3,Alberta,Strathmore,4543111,158320,5515,91000,99.51098123996802
2024,12,4,Alberta,Sylvan Lake,4543111,158320,6615,93000,105.01371667203173
2024,1,5,Alberta,Wetaskiwin,4543111,158320,5185,69500,105.24219418032865
2024,2,1,Alberta,Wood Buffalo,4543111,158320,26480,182000,121.76094642386244
2024,3,2,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,94.23308120723102
2024,4,3,British Columbia,Campbell River,5319324,186124,17640,78500,96.10174308252775
2024,5,4,British Columbia,Chilliwack,5319324,186124,44365,82000,87.12893263492624
2024,6,5,British Columbia,Courtenay,5319324,186124,28200,76500,99.21236205954656
2024,7,1,British Columbia,Cranbrook,5319324,186124,11380,84000,84.99067525018803
2024,8,2,British Columbia,Dawson Creek,5319324,186124,7540,85000,107.22370417671833
2024,9,3,British Columbia,Duncan,5319324,186124,20010,75500,100.15969326162863
2024,10,4,British Columbia,Fort St. John,5319324,186124,11590,106000,105.80097078363598
2024,11,5,British Columbia,Kamloops,5319324,186124,47100,87000,114.4832469255367
2024,12,1,British Columbia,Kelowna,5319324,186124,94335,85000,92.81635105635911
2024,1,2,British Columbia,Ladysmith,5319324,186124,6505,80000,100.61615378007743
2024,2,3,British Columbia,Nanaimo,5319324,186124,49345,77500,94.29128332771533
2024,3,4,British Columbia,Nelson,5319324,186124,8505,74500,85.18983211576214
2024,4,5,British Columbia,Parksville,5319324,186124,14765,73500,108.58255040657298
2024,5,1,British Columbia,Penticton,5319324,186124,21920,71000,80.89015470644674
2024,6,2,British Columbia,Port Alberni,5319324,186124,11715,67000,81.9841745504049
2024,7,3,British Columbia,Powell River,5319324,186124,8190,66500,94.49685178423734
2024,8,4,British Columbia,Prince George,5319324,186124,36800,91000,105.32443998576268
2024,9,5,British Columbia,Prince Rupert,5319324,186124,5500,92000,103.75260940805684
2024,10,1,British Columbia,Quesnel,5319324,186124,10155,73000,94.58344134045096
2024,11,2,British Columbia,Salmon Arm,5319324,186124,8215,75000,105.71733856090245
2024,12,3,British Columbia,Squamish,5319324,186124,9310,111000,140.57071970201545
2024,1,4,British Columbia,Terrace,5319324,186124,8000,90000,88.69642531058862
2024,2,5,British Columbia,Trail,5319324,186124,6515,76000,106.77209065176056
2024,3,1,British Columbia,Vancouver,5319324,186124,1043320,90000,79.04056143086916
2024,4,2,British Columbia,Vernon,5319324,186124,28725,79000,95.87515527178543
2024,5,3,British Columbia,Victoria,5319324,186124,176675,85000,94.38410582165899
2024,6,4,British Columbia,Williams Lake,5319324,186124,10045,81000,82.0975077950768
2024,7,5,Prince Edward Island,Charlottetown,170688,5810,32945,76500,100.77470701428855
2024,8,1,Prince Edward Island,Summerside,170688,5810,7950,64500,74.0061693968007
2024,9,2,Nova Scotia,Cape Breto,1019725,52270,43800,62000,81.3456994441301
2024,10,3,Nova Scotia,Halifax,1019725,52270,201140,81000,89.72800174709853
2024,11,4,Nova Scotia,Kentville,1019725,52270,11940,67000,71.83327781195898
2024,12,5,Nova Scotia,New Glasgow,1019725,52270,15480,64000,104.25933402209833
2024,1,1,Nova Scotia,Truro,1019725,52270,20700,66000,92.41936580570875
2024,2,2,New Brunswick,Bathurst,812061,20590,14395,62800,91.52533707530792
2024,3,3,New Brunswick,Campbellton,812061,20590,6130,54400,101.5218983028252
2024,4,4,New Brunswick,Edmundston,812061,20590,10265,60800,97.22818550040195
2024,5,5,New Brunswick,Fredericton,812061,20590,46360,79000,100.51158596266508
2024,6,1,New Brunswick,Miramich,812061,20590,12300,66500,76.47380041903283
2024,7,2,New Brunswick,Moncton,812061,20590,67180,74500,83.39476250064156
2024,8,3,New Brunswick,Saint John,812061,20590,55865,74000,94.7043404630764
2024,9,4,Quebec,Alma,8695659,313360,13815,67500,97.01635065597779
2024,10,5,Quebec,Amos,8695659,313360,8250,76500,124.3072951336886
2024,11,1,Quebec,Baie-Comeau,8695659,313360,12360,75000,91.7141082844445
2024,12,2,Quebec,Cowansville,8695659,313360,6980,58800,114.31338546814148
2024,1,3,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,93.46210935103824
2024,2,4,Quebec,Drummondville,8695659,313360,45695,64000,89.07758356048846
2024,3,5,Quebec,Granby,8695659,313360,41095,68500,104.8414810443543
2024,4,1,Quebec,Joliette,8695659,313360,24565,61600,81.38912202148242
2024,5,2,Quebec,Lachute,8695659,313360,6530,56400,95.5055802665328
2024,6,3,Quebec,Matane,8695659,313360,9170,56800,98.63283990401901
2024,7,4,Quebec,Montréal,8695659,313360,1835700,76000,100.93103251029311
2024,8,5,Quebec,Québec,8695659,313360,387955,76500,137.75828520390527
2024,9,1,Quebec,Rimouski,8695659,313360,25620,67000,83.86732708667388
2024,10,2,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,112.6342678309514
2024,11,3,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,102.06077056869267
2024,12,4,Quebec,Saguenay,8695659,313360,74810,70000,102.46642781394905
2024,1,5,Quebec,Saint-Georges,8695659,313360,16135,64500,107.72956343026816
2024,2,1,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,79.62764246610088
2024,3,2,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,86.06594286284361
2024,4,3,Quebec,Sainte-Marie,8695659,313360,5500,78000,100.54662163896387
2024,5,4,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,97.91778759246124
2024,6,5,Quebec,Sept-Îles,8695659,313360,12290,79000,108.64750441083335
2024,7,1,Quebec,Shawinigan,8695659,313360,25060,53600,85.4179087620146
2024,8,2,Quebec,Sherbrooke,8695659,313360,104650,65000,123.19288802390595
2024,9,3,Quebec,Sorel-Tracy,8695659,313360,20310,61600,106.22930724430482
2024,10,4,Quebec,Thetford Mines,8695659,313360,13260,57200,96.99468286581197
2024,11,5,Quebec,Trois-Rivières,8695659,313360,76635,62400,117.33147423601208
2024,12,1,Quebec,Val-d'Or,8695659,313360,15375,74500,87.07980767146088
2024,1,2,Quebec,Victoriaville,8695659,313360,23910,63200,93.83020817949824
2024,2,3,Ontario,Barrie,15109416,602850,78540,97000,160.2310956952241
2024,3,4,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,115.68480755964599
2024,4,5,Ontario,Brantford,15109416,602850,56000,85000,164.6466715020068
2024,5,1,Ontario,Brockville,15109416,602850,14435,70500,104.74826402425974
2024,6,2,Ontario,Centre Wellington,15109416,602850,11970,101000,155.5945349732757
2024,7,3,Ontario,Chatham-Kent,15109416,602850,44175,71500,142.522342313495
2024,8,4,Ontario,Cobourg,15109416,602850,9135,77000,146.5303787893307
2024,9,5,Ontario,Collingwood,15109416,602850,11170,82000,136.941506447506
2024,10,1,Ontario,Cornwall,15109416,602850,26795,65500,126.80555363881683
2024,11,2,Ontario,Elliot Lake,15109416,602850,5840,50000,137.53802784182272
2024,12,3,Ontario,Essa,15109416,602850,7945,108000,190.8765751172786
2024,1,4,Ontario,Greater Sudbury,15109416,602850,73385,84000,114.16682731082129
2024,2,5,Ontario,Guelph,15109416,602850,64175,97000,146.1296927834548
2024,3,1,Ontario,Hamilton,15109416,602850,307380,91000,113.86135416802611
2024,4,2,Ontario,Hawkesbury,15109416,602850,5985,53600,143.33736775251742
2024,5,3,Ontario,Ingersoll,15109416,602850,5465,88000,133.1215522069444
2024,6,4,Ontario,Kawartha Lakes,15109416,602850,32710,82000,121.0559920213058
2024,7,5,Ontario,Kenora,15109416,602850,6510,86000,143.47000051728062
2024,8,1,Ontario,Kingston,15109416,602850,73505,83000,138.43121154074532
2024,9,2,Ontario,Kitchener,15109416,602850,219060,92000,139.48705157535605
2024,10,3,Ontario,London,15109416,602850,222240,79500,139.4339331425315
2024,11,4,Ontario,Midland,15109416,602850,11825,71000,114.60840373882218
2024,12,5,Ontario,Norfolk,15109416,602850,27595,82000,160.430061103727
2024,1,1,Ontario,North Bay,15109416,602850,31185,76000,109.01570269231154
2024,2,2,Ontario,Orillia,15109416,602850,14425,71000,128.58829759217093
2024,3,3,Ontario,Oshawa,15109416,602850,149045,102000,149.19368832941484
2024,4,4,Ontario,Ottawa,15109416,602850,604720,98000,151.0927503658941
2024,5,5,Ontario,Owen Sound,15109416,602850,14390,71500,137.05768736039803
2024,6,1,Ontario,Pembroke,15109416,602850,10260,73000,111.09819620505866
2024,7,2,Ontario,Petawawa,15109416,602850,6760,102000,161.86741476855636
2024,8,3,Ontario,Peterborough,15109416,602850,53370,79000,161.0503893451906
2024,9,4,Ontario,Port Hope,15109416,602850,7320,88000,121.10039211659404
2024,10,5,Ontario,Sarnia,15109416,602850,42580,83000,145.23882631081833
2024,11,1,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,123.33863826126243
2024,12,2,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,173.49939942333492
2024,1,3,Ontario,Stratford,15109416,602850,14745,77000,130.9808611479285
2024,2,4,Ontario,Thunder Bay,15109416,602850,54210,80000,125.80878874750077
2024,3,5,Ontario,Tillsonburg,15109416,602850,8225,73500,137.19895748779987
2024,4,1,Ontario,Timmins,15109416,602850,17885,82000,129.65630028635263
2024,5,2,Ontario,Toronto,15109416,602850,2262470,97000,196.57198144170184
2024,6,3,Ontario,Wasaga Beach,15109416,602850,10810,76000,136.95030623755966
2024,7,4,Ontario,Windsor,15109416,602850,165665,82000,127.47129848315238
2024,8,5,Ontario,Woodstock,15109416,602850,18885,82000,164.4064924342692
2024,9,1,Manitoba,Brandon,1409223,43140,22280,77500,76.2883980382515
2024,10,2,Manitoba,Portage la Prairie,1409223,43140,5645,69000,109.01742837185036
2024,11,3,Manitoba,Steinbach,1409223,43140,6835,72500,91.43454447436007
2024,12,4,Manitoba,Thompson,1409223,43140,4675,96000,107.10357340283976
2024,1,5,Manitoba,Winkler,1409223,43140,11360,75000,110.97974332521987
2024,2,1,Manitoba,Winnipeg,1409223,43140,330325,83000,84.1018746761244
2024,3,2,Saskatchewan,Estevan,1194803,39590,5345,96000,112.05111882210623
2024,4,3,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,99.45496225194825
2024,5,4,Saskatchewan,North Battleford,1194803,39590,7865,78000,89.11494796934389
2024,6,5,Saskatchewan,Prince Albert,1194803,39590,17060,78000,96.16979784495189
2024,7,1,Saskatchewan,Regina,1194803,39590,100210,90000,75.44190600797327
2024,8,2,Saskatchewan,Saskatoon,1194803,39590,125100,89000,98.74287958806768
2024,9,3,Saskatchewan,Swift Current,1194803,39590,7950,80000,98.19573378150034
2024,10,4,Saskatchewan,Weyburn,1194803,39590,5090,82000,93.67609917398585
2024,11,5,Saskatchewan,Yorkton,1194803,39590,8425,77500,104.08335988351621
2024,12,1,Alberta,Brooks,4543111,158320,5140,91000,92.82877608361048
2024,1,2,Alberta,Calgary,4543111,158320,563440,100000,112.59371311532968
2024,2,3,Alberta,Camrose,4543111,158320,8135,76000,96.18399447172257
2024,3,4,Alberta,Canmore,4543111,158320,6805,106000,82.7143037278824
2024,4,5,Alberta,Edmonton,4543111,158320,548625,96000,108.85017389405095
2024,5,1,Alberta,Grande Prairie,4543111,158320,24815,102000,118.21730584215891
2024,6,2,Alberta,High River,4543111,158320,5785,82000,85.71205682213794
2024,7,3,Alberta,Lacombe,4543111,158320,5195,89000,96.35798940173125
2024,8,4,Alberta,Lethbridge,4543111,158320,48650,84000,104.97562011177429
2024,9,5,Alberta,Lloydminster,4543111,158320,13885,95000,108.49128808070886
2024,10,1,Alberta,Medicine Hat,4543111,158320,32060,80000,97.21788705206276
2024,11,2,Alberta,Okotoks,4543111,158320,10475,117000,134.01605385007795
2024,12,3,Alberta,Red Deer,4543111,158320,40510,85000,104.30076124482436
2024,1,4,Alberta,Strathmore,4543111,158320,5515,91000,89.34846352572782
2024,2,5,Alberta,Sylvan Lake,4543111,158320,6615,93000,108.41971376402803
2024,3,1,Alberta,Wetaskiwin,4543111,158320,5185,69500,82.77875691895008
2024,4,2,Alberta,Wood Buffalo,4543111,158320,26480,182000,111.55634978613739
2024,5,3,British Columbia,Abbotsford - Mission,5319324,186124,67610,91000,94.65653150491961
2024,6,4,British Columbia,Campbell River,5319324,186124,17640,78500,81.06336657017786
2024,7,5,British Columbia,Chilliwack,5319324,186124,44365,82000,102.60775834178577
2024,8,1,British Columbia,Courtenay,5319324,186124,28200,76500,89.64228133218492
2024,9,2,British Columbia,Cranbrook,5319324,186124,11380,84000,99.99907241787783
2024,10,3,British Columbia,Dawson Creek,5319324,186124,7540,85000,102.49515122269139
2024,11,4,British Columbia,Duncan,5319324,186124,20010,75500,90.29114544088017
2024,12,5,British Columbia,Fort St. John,5319324,186124,11590,106000,124.91248590225992
2024,1,1,British Columbia,Kamloops,5319324,186124,47100,87000,93.54440344730274
2024,2,2,British Columbia,Kelowna,5319324,186124,94335,85000,97.92190553590777
2024,3,3,British Columbia,Ladysmith,5319324,186124,6505,80000,96.6931455141715
2024,4,4,British Columbia,Nanaimo,5319324,186124,49345,77500,88.97215842768509
2024,5,5,British Columbia,Nelson,5319324,186124,8505,74500,106.35875888611294
2024,6,1,British Columbia,Parksville,5319324,186124,14765,73500,77.07677318603584
2024,7,2,British Columbia,Penticton,5319324,186124,21920,71000,88.25705434568559
2024,8,3,British Columbia,Port Alberni,5319324,186124,11715,67000,108.44016818294988
2024,9,4,British Columbia,Powell River,5319324,186124,8190,66500,90.9467366733016
2024,10,5,British Columbia,Prince George,5319324,186124,36800,91000,114.1992089939712
2024,11,1,British Columbia,Prince Rupert,5319324,186124,5500,92000,98.45150975847032
2024,12,2,British Columbia,Quesnel,5319324,186124,10155,73000,110.39305120806726
2024,1,3,British Columbia,Salmon Arm,5319324,186124,8215,75000,92.22645983522544
2024,2,4,British Columbia,Squamish,5319324,186124,9310,111000,90.85385258344408
2024,3,5,British Columbia,Terrace,5319324,186124,8000,90000,103.68083700506138
2024,4,1,British Columbia,Trail,5319324,186124,6515,76000,83.65799853792944
2024,5,2,British Columbia,Vancouver,5319324,186124,1043320,90000,85.34236648233701
2024,6,3,British Columbia,Vernon,5319324,186124,28725,79000,89.22709244991945
2024,7,4,British Columbia,Victoria,5319324,186124,176675,85000,89.6518765839672
2024,8,5,British Columbia,Williams Lake,5319324,186124,10045,81000,119.26179636740873
2024,9,1,Prince Edward Island,Charlottetown,170688,5810,32945,76500,70.784337588687
2024,10,2,Prince Edward Island,Summerside,170688,5810,7950,64500,101.37958980205718
2024,11,3,Nova Scotia,Cape Breto,1019725,52270,43800,62000,82.66650772058479
2024,12,4,Nova Scotia,Halifax,1019725,52270,201140,81000,90.36455869204967
2024,1,5,Nova Scotia,Kentville,1019725,52270,11940,67000,100.72405115485263
2024,2,1,Nova Scotia,New Glasgow,1019725,52270,15480,64000,96.36518269426105
2024,3,2,Nova Scotia,Truro,1019725,52270,20700,66000,89.63491570461011
2024,4,3,New Brunswick,Bathurst,812061,20590,14395,62800,103.14018003964917
2024,5,4,New Brunswick,Campbellton,812061,20590,6130,54400,90.26279304946215
2024,6,5,New Brunswick,Edmundston,812061,20590,10265,60800,97.31764292507015
2024,7,1,New Brunswick,Fredericton,812061,20590,46360,79000,82.85480809707667
2024,8,2,New Brunswick,Miramich,812061,20590,12300,66500,86.29413193839416
2024,9,3,New Brunswick,Moncton,812061,20590,67180,74500,86.42386554175515
2024,10,4,New Brunswick,Saint John,812061,20590,55865,74000,73.48085572288905
2024,11,5,Quebec,Alma,8695659,313360,13815,67500,117.33147423601208
2024,12,1,Quebec,Amos,8695659,313360,8250,76500,89.66854522004998
2024,1,2,Quebec,Baie-Comeau,8695659,313360,12360,75000,93.83020817949824
2024,2,3,Quebec,Cowansville,8695659,313360,6980,58800,94.82406071189568
2024,3,4,Quebec,Dolbeau-Mistassini,8695659,313360,6960,63600,85.44230310291742
2024,4,5,Quebec,Drummondville,8695659,313360,45695,64000,114.93118691227501
2024,5,1,Quebec,Granby,8695659,313360,41095,68500,83.88442382928059
2024,6,2,Quebec,Joliette,8695659,313360,24565,61600,91.6921987461219
2024,7,3,Quebec,Lachute,8695659,313360,6530,56400,104.20487597995434
2024,8,4,Quebec,Matane,8695659,313360,9170,56800,123.94063211664799
2024,9,5,Quebec,Montréal,8695659,313360,1835700,76000,95.82004794546597
2024,10,1,Quebec,Québec,8695659,313360,387955,76500,91.94518557735756
2024,11,2,Quebec,Rimouski,8695659,313360,25620,67000,109.63767282097666
2024,12,3,Quebec,Rivière-du-Loup,8695659,313360,13740,67000,107.8514086626766
2024,1,4,Quebec,Rouyn-Noranda,8695659,313360,19280,76000,88.33038548883128
2024,2,5,Quebec,Saguenay,8695659,313360,74810,70000,108.47676150192534
2024,3,1,Quebec,Saint-Georges,8695659,313360,16135,64500,75.99236200852984
2024,4,2,Quebec,Saint-Hyacinthe,8695659,313360,27960,62000,92.29843871182958
2024,5,3,Quebec,Sainte-Agathe-des-Monts,8695659,313360,9670,61200,103.66426474386846
2024,6,4,Quebec,Sainte-Marie,8695659,313360,5500,78000,90.77139076589486
2024,7,5,Quebec,Salaberry-de-Valleyfield,8695659,313360,20070,62000,118.51115226718173
2024,8,1,Quebec,Sept-Îles,8695659,313360,12290,79000,102.49888694239561
2024,9,2,Quebec,Shawinigan,8695659,313360,25060,53600,102.44580762706599
2024,10,3,Quebec,Sherbrooke,8695659,313360,104650,65000,105.05736557866742
2024,11,4,Quebec,Sorel-Tracy,8695659,313360,20310,61600,94.21147970095438
2024,12,5,Quebec,Thetford Mines,8695659,313360,13260,57200,132.14988465611236
2024,1,1,Quebec,Trois-Rivières,8695659,313360,76635,62400,80.9339824809795
2024,2,2,Quebec,Val-d'Or,8695659,313360,15375,74500,89.70122332041466
2024,3,3,Quebec,Victoriaville,8695659,313360,23910,63200,91.18878025432464
2024,4,4,Ontario,Barrie,15109416,602850,78540,97000,151.01536569138804
2024,5,5,Ontario,Belleville - Quinte West,15109416,602850,46215,78000,134.9427153736811
2024,6,1,Ontario,Brantford,15109416,602850,56000,85000,113.66523181606594
2024,7,2,Ontario,Brockville,15109416,602850,14435,70500,135.34341937826284
2024,8,3,Ontario,Centre Wellington,15109416,602850,11970,101000,180.6812679531984
2024,9,4,Ontario,Chatham-Kent,15109416,602850,44175,71500,120.1245216268037
2024,10,5,Ontario,Cobourg,15109416,602850,9135,77000,147.4154661045145
2024,11,1,Ontario,Collingwood,15109416,602850,11170,82000,126.96151703475046
2024,12,2,Ontario,Cornwall,15109416,602850,26795,65500,175.98711339416155
2024,1,3,Ontario,Elliot Lake,15109416,602850,5840,50000,131.71272563120996
2024,2,4,Ontario,Essa,15109416,602850,7945,108000,124.639240901095
2024,3,5,Ontario,Greater Sudbury,15109416,602850,73385,84000,141.57268623136656
2024,4,1,Ontario,Guelph,15109416,602850,64175,97000,160.43327579369645
2024,5,2,Ontario,Hamilton,15109416,602850,307380,91000,127.84620682418088
2024,6,3,Ontario,Hawkesbury,15109416,602850,5985,53600,136.95030623755966
2024,7,4,Ontario,Ingersoll,15109416,602850,5465,88000,127.62888618636873
2024,8,5,Ontario,Kawartha Lakes,15109416,602850,32710,82000,164.4064924342692
2024,9,1,Ontario,Kenora,15109416,602850,6510,86000,121.82598276993794
2024,10,2,Ontario,Kingston,15109416,602850,73505,83000,146.86874855824362
2024,11,3,Ontario,Kitchener,15109416,602850,219060,92000,134.72694928872627
2024,12,4,Ontario,London,15109416,602850,222240,79500,134.80065566606996
2024,1,5,Ontario,Midland,15109416,602850,11825,71000,129.1922765086915
2024,2,1,Ontario,Norfolk,15109416,602850,27595,82000,115.74296596203945
2024,3,2,Ontario,North Bay,15109416,602850,31185,76000,124.95301713459997
2024,4,3,Ontario,Orillia,15109416,602850,14425,71000,153.2565406596136
2024,5,4,Ontario,Oshawa,15109416,602850,149045,102000,120.09759344963005
2024,6,5,Ontario,Ottawa,15109416,602850,604720,98000,135.527566674421
2024,7,1,Ontario,Owen Sound,15109416,602850,14390,71500,116.44506265820355
2024,8,2,Ontario,Pembroke,15109416,602850,10260,73000,155.40103766628383
2024,9,3,Ontario,Petawawa,15109416,602850,6760,102000,159.39348303026543
2024,10,4,Ontario,Peterborough,15109416,602850,53370,79000,128.3968538907788
2024,11,5,Ontario,Port Hope,15109416,602850,7320,88000,140.70426317274462
2024,12,1,Ontario,Sarnia,15109416,602850,42580,83000,156.10058932694085
2024,1,2,Ontario,Sault Ste. Marie,15109416,602850,34415,74000,132.70527428303996
2024,2,3,Ontario,St. Catharines - Niagara,15109416,602850,179225,77000,131.36394926631513
2024,3,4,Ontario,Stratford,15109416,602850,14745,77000,115.68480755964599
2024,4,5,Ontario,Thunder Bay,15109416,602850,54210,80000,164.6466715020068
2024,5,1,Ontario,Tillsonburg,15109416,602850,8225,73500,104.74826402425974
2024,6,2,Ontario,Timmins,15109416,602850,17885,82000,131.63757519398948
2024,7,3,Ontario,Toronto,15109416,602850,2262470,97000,216.29575229887763
2024,8,4,Ontario,Wasaga Beach,15109416,602850,10810,76000,148.64535077604762
2024,9,5,Ontario,Windsor,15109416,602850,165665,82000,138.419364987356
2024,10,1,Ontario,Woodstock,15109416,602850,18885,82000,130.42843241230483
2024,11,2,Manitoba,Brandon,1409223,43140,22280,77500,105.65770070659464
2024,12,3,Manitoba,Portage la Prairie,1409223,43140,5645,69000,98.64415838610572
2024,1,4,Manitoba,Steinbach,1409223,43140,6835,72500,93.4843233330489
2024,2,5,Manitoba,Thompson,1409223,43140,4675,96000,116.47801336954937
2024,3,1,Manitoba,Winkler,1409223,43140,11360,75000,76.50805725071994
2024,4,2,Manitoba,Winnipeg,1409223,43140,330325,83000,92.29876567008452
2024,5,3,Saskatchewan,Estevan,1194803,39590,5345,96000,119.11133964000834
2024,6,4,Saskatchewan,Moose Jaw,1194803,39590,15215,75500,83.74436513805283
2024,7,5,Saskatchewan,North Battleford,1194803,39590,7865,78000,101.74183392088722
2024,8,1,Saskatchewan,Prince Albert,1194803,39590,17060,78000,77.12936958290379
2024,9,2,Saskatchewan,Regina,1194803,39590,100210,90000,91.51824782922718
2024,10,3,Saskatchewan,Saskatoon,1194803,39590,125100,89000,98.02465020499052
2024,11,4,Saskatchewan,Swift Current,1194803,39590,7950,80000,87.50985531837607
2024,12,5,Saskatchewan,Weyburn,1194803,39590,5090,82000,120.10817120067256
2024,1,1,Saskatchewan,Yorkton,1194803,39590,8425,77500,75.10774525466327
2024,2,2,Alberta,Brooks,4543111,158320,5140,91000,99.48076641178423
